sample_id,theta_deg,phi_deg,frequency_hz,e_theta_real,e_theta_imag,e_phi_real,e_phi_imag,gain_db,source_config,carrier_model,working_state,cst_project,monitor_name
L1_short_dipole_z_1p2G,2.0,75.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,80.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,84.99999999999999,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,90.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,95.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,100.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,105.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,110.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,115.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,119.99999999999999,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,124.99999999999999,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,130.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,135.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,140.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,145.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,150.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,155.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,160.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,165.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,169.99999999999997,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,175.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,180.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,185.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,190.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,195.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,200.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,205.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,210.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,214.99999999999997,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,220.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,225.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,230.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,235.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,239.99999999999997,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,244.99999999999997,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,249.99999999999997,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,255.00000000000003,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,260.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,265.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,270.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,275.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,280.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,285.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,290.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,294.99999999999994,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,300.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,305.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,310.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,315.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,320.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,325.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,330.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,335.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,339.99999999999994,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,345.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,350.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,2.0,355.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,0.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,5.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,10.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,14.999999999999998,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,20.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,25.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,29.999999999999996,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,35.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,40.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,45.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,50.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,55.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,59.99999999999999,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,65.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,70.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,75.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,80.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,84.99999999999999,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,90.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,95.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,100.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,105.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,110.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,115.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,119.99999999999999,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,124.99999999999999,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,130.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,135.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,140.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,145.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,150.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,155.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,160.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,165.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,169.99999999999997,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,175.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,180.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,185.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,190.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,195.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,200.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,205.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,210.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,214.99999999999997,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,220.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,225.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,230.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,235.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,239.99999999999997,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,244.99999999999997,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,249.99999999999997,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,255.00000000000003,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,260.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,265.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,270.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,275.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,280.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,285.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,290.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,294.99999999999994,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,300.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,305.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,310.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,315.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,320.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,325.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,330.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,335.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,339.99999999999994,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,345.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,350.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,4.388888888888888,355.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,6.777777777777778,0.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,6.777777777777778,5.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,6.777777777777778,10.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,6.777777777777778,14.999999999999998,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,6.777777777777778,20.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,6.777777777777778,25.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,6.777777777777778,29.999999999999996,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,6.777777777777778,35.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,6.777777777777778,40.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,6.777777777777778,45.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
L1_short_dipole_z_1p2G,6.777777777777778,50.0,1200000000,,,,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,farfield_1p2GHz
