cst_probe_name,sensor_id,x_m,y_m,z_m,theta_deg,phi_deg,radius_m,coordinate_unit,field_components,monitor_use
NF_HEMI_034,34,2.7449560416150693,-2.3032916021170524,12.496402047198146,16.000000000000004,320.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_035,35,3.36718706056426,-1.225555863251702,12.496402047198146,16.000000000000004,339.99999999999994,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_036,36,5.698824908258007,0.0,11.68432260188917,26.000000000000004,0.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_037,37,5.355143713440981,1.9491129119102943,11.68432260188917,26.000000000000004,20.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_038,38,4.365553153279065,3.663134040801276,11.68432260188917,26.000000000000004,40.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_039,39,2.849412454129004,4.935327142270957,11.68432260188917,26.000000000000004,59.99999999999999,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_040,40,0.9895905601619148,5.61224695271157,11.68432260188917,26.000000000000004,80.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_041,41,-0.9895905601619142,5.61224695271157,11.68432260188917,26.000000000000004,100.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_042,42,-2.849412454129002,4.935327142270958,11.68432260188917,26.000000000000004,120.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_043,43,-4.365553153279065,3.663134040801277,11.68432260188917,26.000000000000004,140.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_044,44,-5.35514371344098,1.9491129119102952,11.68432260188917,26.000000000000004,160.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_045,45,-5.698824908258007,6.979047682799377e-16,11.68432260188917,26.000000000000004,180.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_046,46,-5.355143713440981,-1.9491129119102943,11.68432260188917,26.000000000000004,200.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_047,47,-4.365553153279065,-3.663134040801276,11.68432260188917,26.000000000000004,220.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_048,48,-2.849412454129006,-4.935327142270956,11.68432260188917,26.000000000000004,240.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_049,49,-0.9895905601619144,-5.61224695271157,11.68432260188917,26.000000000000004,260.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_050,50,0.9895905601619122,-5.612246952711571,11.68432260188917,26.000000000000004,280.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_051,51,2.849412454129004,-4.935327142270957,11.68432260188917,26.000000000000004,300.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_052,52,4.365553153279065,-3.663134040801277,11.68432260188917,26.000000000000004,320.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_053,53,5.355143713440978,-1.9491129119102983,11.68432260188917,26.000000000000004,339.99999999999994,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_054,54,7.641208279802152,0.0,10.517220926874316,36.00000000000001,0.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_055,55,7.180387034418268,2.6134471510392188,10.517220926874316,36.00000000000001,20.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_056,56,5.853505141457164,4.911674005291018,10.517220926874316,36.00000000000001,40.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_057,57,3.820604139901077,6.617480485916654,10.517220926874316,36.00000000000001,59.99999999999999,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_058,58,1.3268818929611037,7.525121156330236,10.517220926874316,36.00000000000001,80.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_059,59,-1.326881892961103,7.525121156330236,10.517220926874316,36.00000000000001,100.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_060,60,-3.8206041399010746,6.617480485916656,10.517220926874316,36.00000000000001,120.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_061,61,-5.853505141457163,4.91167400529102,10.517220926874316,36.00000000000001,140.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_062,62,-7.180387034418266,2.61344715103922,10.517220926874316,36.00000000000001,160.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_063,63,-7.641208279802152,9.357781261477957e-16,10.517220926874316,36.00000000000001,180.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_064,64,-7.180387034418268,-2.6134471510392183,10.517220926874316,36.00000000000001,200.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_065,65,-5.853505141457164,-4.911674005291018,10.517220926874316,36.00000000000001,220.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_066,66,-3.82060413990108,-6.617480485916653,10.517220926874316,36.00000000000001,240.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_067,67,-1.3268818929611033,-7.525121156330236,10.517220926874316,36.00000000000001,260.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_068,68,1.3268818929611006,-7.525121156330238,10.517220926874316,36.00000000000001,280.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_069,69,3.820604139901077,-6.617480485916654,10.517220926874316,36.00000000000001,300.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_070,70,5.853505141457162,-4.91167400529102,10.517220926874316,36.00000000000001,320.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_071,71,7.180387034418265,-2.613447151039224,10.517220926874316,36.00000000000001,339.99999999999994,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_072,72,9.351417404402463,0.0,9.030558815966964,46.00000000000001,0.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_073,73,8.78745792880591,3.198373120951884,9.030558815966964,46.00000000000001,20.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_074,74,7.163601337928605,6.010975240556962,9.030558815966964,46.00000000000001,40.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_075,75,4.675708702201233,8.098565033604473,9.030558815966964,46.00000000000001,59.99999999999999,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_076,76,1.6238565908773046,9.209348361508846,9.030558815966964,46.00000000000001,80.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_077,77,-1.6238565908773035,9.209348361508846,9.030558815966964,46.00000000000001,100.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_078,78,-4.675708702201231,8.098565033604473,9.030558815966964,46.00000000000001,120.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_079,79,-7.163601337928604,6.010975240556964,9.030558815966964,46.00000000000001,140.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_080,80,-8.78745792880591,3.198373120951886,9.030558815966964,46.00000000000001,160.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_081,81,-9.351417404402463,1.145218339179233e-15,9.030558815966964,46.00000000000001,180.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_082,82,-8.78745792880591,-3.198373120951884,9.030558815966964,46.00000000000001,200.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_083,83,-7.163601337928605,-6.010975240556962,9.030558815966964,46.00000000000001,220.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_084,84,-4.675708702201237,-8.098565033604471,9.030558815966964,46.00000000000001,240.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_085,85,-1.6238565908773035,-9.209348361508846,9.030558815966964,46.00000000000001,260.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_086,86,1.6238565908773004,-9.209348361508848,9.030558815966964,46.00000000000001,280.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_087,87,4.675708702201233,-8.098565033604473,9.030558815966964,46.00000000000001,300.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_088,88,7.163601337928604,-6.010975240556965,9.030558815966964,46.00000000000001,320.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_089,89,8.787457928805907,-3.198373120951891,9.030558815966964,46.00000000000001,339.99999999999994,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_090,90,10.777488443215542,0.0,7.269507745119707,56.00000000000001,0.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_091,91,10.127526360695054,3.686118142039319,7.269507745119707,56.00000000000001,20.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_092,92,8.256035132704271,6.92763603483882,7.269507745119707,56.00000000000001,40.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_093,93,5.388744221607773,9.33357878081786,7.269507745119707,56.00000000000001,59.99999999999999,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_094,94,1.8714912279907816,10.61375417687814,7.269507745119707,56.00000000000001,80.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_095,95,-1.8714912279907807,10.61375417687814,7.269507745119707,56.00000000000001,100.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_096,96,-5.3887442216077694,9.33357878081786,7.269507745119707,56.00000000000001,120.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_097,97,-8.256035132704271,6.927636034838822,7.269507745119707,56.00000000000001,140.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_098,98,-10.127526360695052,3.68611814203932,7.269507745119707,56.00000000000001,160.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_099,99,-10.777488443215542,1.3198616724831505e-15,7.269507745119707,56.00000000000001,180.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_100,100,-10.127526360695054,-3.6861181420393176,7.269507745119707,56.00000000000001,200.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_101,101,-8.256035132704271,-6.92763603483882,7.269507745119707,56.00000000000001,220.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_102,102,-5.3887442216077766,-9.33357878081786,7.269507745119707,56.00000000000001,240.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_103,103,-1.8714912279907807,-10.61375417687814,7.269507745119707,56.00000000000001,260.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_104,104,1.8714912279907767,-10.61375417687814,7.269507745119707,56.00000000000001,280.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_105,105,5.388744221607773,-9.33357878081786,7.269507745119707,56.00000000000001,300.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_106,106,8.25603513270427,-6.927636034838824,7.269507745119707,56.00000000000001,320.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_107,107,10.12752636069505,-3.6861181420393256,7.269507745119707,56.00000000000001,339.99999999999994,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_108,108,11.876090949353811,0.0,5.287576359985403,66.0,0.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_109,109,11.159875028890092,4.061862328646668,5.287576359985403,66.0,20.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_110,110,9.097613477728077,7.633804113755079,5.287576359985403,66.0,40.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_111,111,5.938045474676907,10.284996459794852,5.287576359985403,66.0,59.99999999999999,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_112,112,2.062261551162015,11.695666442401746,5.287576359985403,66.0,80.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_113,113,-2.0622615511620137,11.695666442401746,5.287576359985403,66.0,100.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_114,114,-5.938045474676903,10.284996459794852,5.287576359985403,66.0,120.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_115,115,-9.097613477728077,7.633804113755081,5.287576359985403,66.0,140.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_116,116,-11.15987502889009,4.0618623286466695,5.287576359985403,66.0,160.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_117,117,-11.876090949353811,1.4544016767508997e-15,5.287576359985403,66.0,180.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_118,118,-11.159875028890092,-4.061862328646667,5.287576359985403,66.0,200.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_119,119,-9.097613477728077,-7.633804113755079,5.287576359985403,66.0,220.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_120,120,-5.938045474676911,-10.28499645979485,5.287576359985403,66.0,240.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_121,121,-2.062261551162014,-11.695666442401746,5.287576359985403,66.0,260.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_122,122,2.0622615511620097,-11.695666442401748,5.287576359985403,66.0,280.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_123,123,5.938045474676907,-10.284996459794852,5.287576359985403,66.0,300.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_124,124,9.097613477728071,-7.633804113755083,5.287576359985403,66.0,320.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_125,125,11.159875028890086,-4.061862328646677,5.287576359985403,66.0,339.99999999999994,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_126,126,12.613844441587954,0.0,3.14498464279568,76.0,0.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_127,127,11.853136541501549,4.314188883799601,3.14498464279568,76.0,20.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_128,128,9.66276544084566,8.10802291756616,3.14498464279568,76.0,40.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_129,129,6.306922220793979,10.923909725800304,3.14498464279568,76.0,59.99999999999999,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_130,130,2.1903711006558875,12.422211801365764,3.14498464279568,76.0,80.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_131,131,-2.190371100655886,12.422211801365764,3.14498464279568,76.0,100.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_132,132,-6.306922220793974,10.923909725800309,3.14498464279568,76.0,120.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_133,133,-9.66276544084566,8.108022917566164,3.14498464279568,76.0,140.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_134,134,-11.853136541501549,4.314188883799604,3.14498464279568,76.0,160.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_135,135,-12.613844441587954,1.544750422033332e-15,3.14498464279568,76.0,180.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_136,136,-11.853136541501549,-4.314188883799601,3.14498464279568,76.0,200.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_137,137,-9.66276544084566,-8.10802291756616,3.14498464279568,76.0,220.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_138,138,-6.306922220793983,-10.923909725800304,3.14498464279568,76.0,240.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_139,139,-2.1903711006558866,-12.422211801365764,3.14498464279568,76.0,260.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_140,140,2.190371100655882,-12.422211801365764,3.14498464279568,76.0,280.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_141,141,6.306922220793979,-10.923909725800304,3.14498464279568,76.0,300.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
NF_HEMI_142,142,9.66276544084566,-8.108022917566164,3.14498464279568,76.0,320.0,13.0,m,Ex;Ey;Ez,sample complex E-field at this point for the 2pi upper-hemisphere measurement surface
